"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","nursery","internet","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","higher","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","alc_use","high_use","parent_highEDU","parent_home"
"127","GP","M",16,"U","GT3","T",4,4,"health","other","course","yes","yes","mother",1,1,0,"no","yes","no","yes","yes","no",3,4,4,1,4,5,11,13,12,13,2.5,TRUE,TRUE,FALSE
"128","GP","F",16,"U","GT3","T",2,2,"other","other","home","yes","yes","mother",1,2,0,"no","no","yes","no","yes","yes",5,4,4,1,1,5,0,10,9,10,1,FALSE,FALSE,FALSE
"129","GP","M",15,"U","GT3","T",3,4,"services","services","home","yes","yes","father",1,1,0,"yes","no","no","no","yes","no",5,5,5,3,2,5,1,11,11,10,2.5,TRUE,TRUE,FALSE
"130","GP","F",15,"U","LE3","A",3,4,"other","other","home","yes","yes","mother",1,2,0,"yes","no","no","yes","yes","yes",5,3,2,1,1,1,0,8,10,11,1,FALSE,TRUE,FALSE
"131","GP","F",19,"U","GT3","T",0,1,"at_home","other","course","no","no","other",1,2,2,"no","yes","no","no","no","no",3,4,2,1,1,5,1,8,9,10,1,FALSE,FALSE,FALSE
"132","GP","M",16,"R","GT3","T",4,4,"teacher","teacher","course","yes","yes","mother",1,1,0,"no","no","yes","yes","yes","no",3,5,5,2,5,4,8,16,16,16,3.5,TRUE,TRUE,FALSE
"133","GP","F",15,"R","GT3","T",3,4,"services","teacher","course","yes","yes","father",2,3,1,"no","yes","no","no","yes","yes",4,2,2,2,2,5,0,11,6,6,2,FALSE,TRUE,FALSE
"134","GP","F",15,"U","GT3","T",1,1,"at_home","other","course","no","yes","mother",3,1,0,"no","yes","no","yes","yes","yes",4,3,3,1,2,4,3,10,6,6,1.5,FALSE,FALSE,FALSE
"135","GP","F",17,"U","LE3","T",2,2,"other","other","course","yes","yes","father",1,1,0,"no","yes","no","no","yes","yes",3,4,4,1,3,5,7,12,12,12,2,FALSE,FALSE,FALSE
"136","GP","F",16,"U","GT3","A",3,4,"services","other","course","yes","yes","father",1,1,0,"no","no","no","no","yes","no",3,2,1,1,4,5,14,14,12,12,2.5,TRUE,TRUE,FALSE
"137","GP","M",15,"R","GT3","T",3,4,"at_home","teacher","course","yes","no","mother",4,2,0,"no","yes","no","no","yes","yes",5,3,3,1,1,5,1,10,6,6,1,FALSE,TRUE,FALSE
"138","GP","F",15,"U","GT3","T",4,4,"services","at_home","course","yes","yes","mother",1,3,0,"no","yes","no","yes","yes","yes",4,3,3,1,1,5,2,12,7,8,1,FALSE,TRUE,FALSE
"139","GP","M",17,"R","GT3","T",3,4,"at_home","other","course","yes","no","mother",3,2,0,"no","no","no","no","yes","no",5,4,5,2,4,5,1,10,4,5,3,TRUE,TRUE,FALSE
"140","GP","F",16,"U","GT3","A",3,3,"other","other","course","no","yes","other",2,1,1,"no","yes","no","yes","yes","yes",4,3,2,1,1,5,2,6,4,5,1,FALSE,TRUE,FALSE
"141","GP","M",16,"U","LE3","T",1,1,"services","other","course","yes","no","mother",1,2,2,"no","no","no","no","yes","yes",4,4,4,1,3,5,0,12,11,11,2,FALSE,FALSE,FALSE
"142","GP","F",15,"U","GT3","T",4,4,"teacher","teacher","course","yes","yes","mother",2,1,0,"no","no","no","yes","yes","no",4,3,2,1,1,5,3,14,15,14,1,FALSE,TRUE,FALSE
"143","GP","M",15,"U","GT3","T",4,3,"teacher","services","course","yes","yes","father",2,4,0,"yes","yes","no","no","yes","no",2,2,2,1,1,3,3,8,10,6,1,FALSE,TRUE,FALSE
"144","GP","M",16,"U","LE3","T",2,2,"services","services","reputation","yes","yes","father",2,1,1,"no","yes","no","yes","yes","no",2,3,3,2,2,2,6,10,10,10,2,FALSE,FALSE,FALSE
"145","GP","F",15,"U","GT3","T",4,4,"teacher","services","course","yes","yes","mother",1,3,0,"no","yes","yes","yes","yes","no",4,2,2,1,1,5,2,11,12,12,1,FALSE,TRUE,FALSE
"146","GP","F",16,"U","LE3","T",1,1,"at_home","at_home","course","yes","yes","mother",1,1,0,"no","no","no","no","yes","no",3,4,4,3,3,1,3,12,12,12,3,TRUE,FALSE,TRUE
"147","GP","M",17,"U","GT3","T",2,1,"other","other","home","yes","yes","mother",2,1,3,"no","yes","no","no","yes","no",4,4,3,1,2,4,0,7,4,5,1.5,FALSE,FALSE,FALSE
"148","GP","M",17,"U","GT3","T",2,1,"other","other","home","yes","yes","mother",1,1,2,"no","yes","no","no","yes","no",5,4,5,1,2,5,11,7,4,3,1.5,FALSE,FALSE,FALSE
"149","GP","F",15,"U","GT3","T",1,1,"other","services","course","yes","yes","father",1,2,0,"no","yes","yes","no","yes","no",4,4,2,1,2,5,0,10,12,12,1.5,FALSE,FALSE,FALSE
"150","GP","F",15,"U","GT3","T",3,2,"health","services","home","yes","yes","father",1,2,2,"no","yes","no","no","yes","no",3,3,2,1,1,3,1,8,9,6,1,FALSE,FALSE,FALSE
"151","GP","F",15,"U","GT3","T",1,2,"at_home","other","course","no","yes","mother",1,2,0,"no","yes","yes","no","yes","no",4,3,2,1,1,5,4,12,12,12,1,FALSE,FALSE,FALSE
"152","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","yes","yes","mother",1,2,0,"no","yes","no","no","no","yes",4,4,3,2,2,5,3,12,10,7,2,FALSE,TRUE,FALSE
"153","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","yes","yes","mother",1,1,0,"no","yes","no","no","no","yes",3,3,2,2,1,5,8,8,8,4,1.5,FALSE,TRUE,FALSE
"154","GP","M",15,"U","LE3","A",2,1,"services","other","course","yes","yes","mother",4,1,2,"no","no","no","no","yes","no",4,5,5,2,5,5,0,10,10,10,3.5,TRUE,FALSE,FALSE
"155","GP","M",18,"U","LE3","T",1,1,"other","other","course","yes","yes","mother",1,1,2,"no","no","no","no","no","yes",2,3,5,2,5,4,0,8,7,0,3.5,TRUE,FALSE,FALSE
"156","GP","M",16,"U","LE3","T",2,1,"at_home","other","course","yes","no","mother",1,1,1,"no","no","no","yes","yes","yes",4,4,4,3,5,5,6,10,12,12,4,TRUE,FALSE,FALSE
"157","GP","F",15,"R","GT3","T",3,3,"services","services","reputation","yes","yes","other",2,3,1,"no","yes","yes","yes","yes","yes",4,2,1,2,3,3,5,12,12,12,2.5,TRUE,TRUE,FALSE
"158","GP","M",19,"U","GT3","T",3,2,"services","at_home","home","yes","yes","mother",1,1,2,"no","yes","no","no","no","yes",4,5,4,1,1,4,3,8,4,6,1,FALSE,FALSE,FALSE
"159","GP","F",17,"U","GT3","T",4,4,"other","teacher","course","yes","no","mother",1,1,0,"yes","yes","no","no","yes","yes",4,2,1,1,1,4,0,12,12,12,1,FALSE,TRUE,FALSE
"160","GP","M",15,"R","GT3","T",2,3,"at_home","services","course","yes","no","mother",1,2,0,"yes","no","yes","yes","yes","no",4,4,4,1,1,1,1,9,8,8,1,FALSE,FALSE,FALSE
"161","GP","M",17,"R","LE3","T",1,2,"other","other","reputation","yes","no","mother",1,1,2,"no","no","no","no","yes","no",2,2,2,3,3,5,11,12,10,12,3,TRUE,FALSE,FALSE
"162","GP","F",18,"R","GT3","T",1,1,"at_home","other","course","no","no","mother",3,1,3,"no","yes","no","yes","yes","no",5,2,5,1,5,4,6,10,9,10,3,TRUE,FALSE,FALSE
"163","GP","M",16,"R","GT3","T",2,2,"at_home","other","course","no","no","mother",3,1,0,"no","no","no","no","yes","no",4,2,2,1,2,3,3,14,12,13,1.5,FALSE,FALSE,FALSE
"164","GP","M",16,"U","GT3","T",3,3,"other","services","course","yes","yes","father",1,2,1,"no","yes","yes","no","yes","yes",4,5,5,4,4,5,2,10,11,6,4,TRUE,TRUE,FALSE
"165","GP","M",17,"R","LE3","T",2,1,"at_home","other","course","yes","yes","mother",2,1,2,"no","no","no","yes","no","yes",3,3,2,2,2,5,4,8,7,4,2,FALSE,FALSE,FALSE
"166","GP","M",17,"R","LE3","T",1,1,"other","services","course","yes","no","mother",4,2,2,"no","no","no","yes","no","yes",5,3,5,1,5,5,0,6,8,8,3,TRUE,FALSE,FALSE
"167","GP","M",16,"U","GT3","T",2,2,"other","other","course","yes","yes","father",1,2,0,"no","no","no","no","no","no",4,3,5,2,4,4,2,10,10,10,3,TRUE,FALSE,FALSE
"168","GP","F",16,"U","GT3","T",4,2,"health","services","home","yes","yes","father",1,2,0,"no","no","yes","no","yes","yes",4,2,3,1,1,3,0,16,16,17,1,FALSE,FALSE,FALSE
"169","GP","F",16,"U","GT3","T",2,2,"other","other","home","no","yes","mother",1,2,0,"no","yes","yes","no","yes","no",5,1,5,1,1,4,0,9,10,6,1,FALSE,FALSE,FALSE
"170","GP","F",16,"U","GT3","T",4,4,"health","health","reputation","yes","yes","mother",1,2,0,"no","yes","yes","no","yes","yes",4,4,2,1,1,3,0,15,15,16,1,FALSE,TRUE,FALSE
"171","GP","M",16,"U","GT3","T",3,4,"other","other","course","no","yes","father",3,1,2,"no","yes","no","yes","yes","no",3,4,5,2,4,2,2,8,7,5,3,TRUE,TRUE,FALSE
"172","GP","M",16,"U","GT3","T",1,0,"other","other","reputation","yes","yes","mother",2,2,0,"no","yes","yes","yes","yes","yes",4,3,2,1,1,3,1,14,16,17,1,FALSE,FALSE,FALSE
"173","GP","M",17,"U","LE3","T",4,4,"teacher","other","reputation","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","no",4,4,4,1,3,5,0,12,10,10,2,FALSE,TRUE,FALSE
"174","GP","F",16,"U","GT3","T",1,3,"at_home","services","home","no","yes","mother",1,2,2,"no","no","no","yes","yes","yes",4,3,5,1,1,3,0,11,10,6,1,FALSE,FALSE,FALSE
"175","GP","F",16,"U","LE3","T",3,3,"other","other","reputation","yes","yes","mother",2,2,0,"no","yes","yes","yes","yes","no",4,4,5,1,1,4,2,12,12,12,1,FALSE,TRUE,FALSE
"176","GP","M",17,"U","LE3","T",4,3,"teacher","other","course","yes","yes","mother",2,2,0,"no","no","yes","yes","yes","no",4,4,4,4,4,4,2,10,10,10,4,TRUE,TRUE,FALSE
"177","GP","F",16,"U","GT3","T",2,2,"services","other","reputation","no","yes","mother",2,2,0,"no","no","yes","yes","yes","no",3,4,4,1,4,5,1,13,12,12,2.5,TRUE,FALSE,FALSE
"178","GP","M",17,"U","GT3","T",3,3,"other","other","reputation","no","yes","father",1,2,0,"no","no","no","yes","yes","no",4,3,4,1,4,4,4,8,7,8,2.5,TRUE,TRUE,FALSE
"179","GP","M",16,"R","GT3","T",4,2,"teacher","services","other","yes","yes","mother",1,1,0,"no","yes","no","yes","yes","yes",4,3,3,3,4,3,9,10,8,10,3.5,TRUE,FALSE,FALSE
"180","GP","M",17,"U","GT3","T",4,3,"other","other","course","yes","yes","mother",1,2,0,"no","yes","no","yes","yes","yes",5,2,3,1,1,2,4,10,10,12,1,FALSE,TRUE,FALSE
"181","GP","M",16,"U","GT3","T",4,3,"teacher","other","home","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","no",3,4,3,2,3,3,7,10,9,10,2.5,TRUE,TRUE,FALSE
"182","GP","M",16,"U","GT3","T",3,3,"services","other","home","yes","yes","mother",1,2,0,"no","no","yes","yes","yes","yes",4,2,3,1,2,4,3,12,14,13,1.5,FALSE,TRUE,FALSE
"183","GP","M",16,"U","GT3","T",3,3,"services","other","home","yes","yes","mother",1,2,0,"no","no","yes","yes","yes","yes",4,2,3,1,2,3,1,12,12,12,1.5,FALSE,TRUE,FALSE
"184","GP","F",17,"U","GT3","T",2,4,"services","services","reputation","yes","no","father",1,2,0,"no","yes","no","yes","yes","no",5,4,2,2,3,5,0,16,18,17,2.5,TRUE,FALSE,FALSE
"185","GP","F",17,"U","LE3","T",3,3,"other","other","reputation","yes","yes","mother",1,2,0,"no","yes","no","yes","yes","yes",5,3,3,2,3,1,44,12,11,11,2.5,TRUE,TRUE,FALSE
"186","GP","F",16,"U","GT3","T",3,2,"other","other","reputation","yes","yes","mother",1,2,0,"no","yes","yes","no","yes","no",1,2,2,1,2,1,11,13,14,14,1.5,FALSE,FALSE,FALSE
"187","GP","M",17,"U","GT3","T",3,3,"services","services","other","yes","yes","mother",1,2,0,"no","yes","no","yes","yes","yes",4,3,4,2,3,4,9,12,12,12,2.5,TRUE,TRUE,FALSE
"188","GP","M",16,"U","GT3","T",1,2,"services","services","other","yes","yes","mother",1,1,0,"no","yes","yes","yes","yes","yes",3,3,3,1,2,3,1,10,10,11,1.5,FALSE,FALSE,FALSE
"189","GP","M",16,"U","LE3","T",2,1,"other","other","course","yes","yes","mother",1,2,0,"no","no","yes","yes","yes","yes",4,2,3,1,2,5,0,14,14,16,1.5,FALSE,FALSE,FALSE
"190","GP","F",17,"U","GT3","A",3,3,"health","other","reputation","no","yes","mother",1,2,0,"no","yes","no","no","yes","yes",3,3,3,1,3,3,8,10,10,12,2,FALSE,TRUE,FALSE
"191","GP","M",17,"R","GT3","T",1,2,"at_home","other","home","yes","no","mother",1,2,0,"no","no","no","no","yes","no",3,1,3,1,5,3,5,8,9,10,3,TRUE,FALSE,FALSE
"192","GP","F",16,"U","GT3","T",2,3,"services","services","course","yes","yes","mother",1,2,0,"no","no","no","no","yes","no",4,3,3,1,1,2,8,12,12,13,1,FALSE,FALSE,FALSE
"193","GP","F",17,"U","GT3","T",1,1,"at_home","services","course","yes","yes","mother",1,2,0,"no","no","no","yes","yes","no",5,3,3,1,1,3,0,10,10,10,1,FALSE,FALSE,FALSE
"194","GP","M",17,"U","GT3","T",1,2,"at_home","services","other","no","yes","other",2,2,0,"no","no","yes","yes","yes","no",4,4,4,4,5,5,14,8,10,10,4.5,TRUE,FALSE,FALSE
"195","GP","M",16,"R","GT3","T",3,3,"services","services","reputation","yes","yes","mother",1,1,0,"no","yes","no","yes","yes","no",4,3,2,3,4,5,4,10,10,10,3.5,TRUE,TRUE,FALSE
"196","GP","M",16,"U","GT3","T",2,3,"other","other","home","yes","yes","father",2,1,0,"no","no","no","no","yes","no",5,3,3,1,1,3,0,13,13,13,1,FALSE,FALSE,FALSE
"197","GP","F",17,"U","LE3","T",2,4,"services","services","course","yes","yes","father",1,2,0,"no","no","no","yes","yes","yes",4,3,2,1,1,5,4,14,15,16,1,FALSE,FALSE,FALSE
"198","GP","M",17,"U","GT3","T",4,4,"services","teacher","home","yes","yes","mother",1,1,0,"no","no","no","no","yes","no",5,2,3,1,2,5,4,15,14,15,1.5,FALSE,TRUE,FALSE
"199","GP","M",16,"R","LE3","T",3,3,"teacher","other","home","yes","yes","father",3,1,0,"no","yes","yes","yes","yes","no",3,3,4,3,5,3,12,10,10,11,4,TRUE,TRUE,FALSE
"200","GP","F",17,"U","GT3","T",4,4,"services","teacher","home","yes","yes","mother",2,1,1,"no","yes","no","no","yes","no",4,2,4,2,3,2,27,16,16,17,2.5,TRUE,TRUE,FALSE
"201","GP","F",16,"U","LE3","T",4,4,"teacher","teacher","reputation","yes","yes","mother",1,2,0,"no","yes","yes","no","yes","no",4,5,2,1,2,3,0,10,10,10,1.5,FALSE,TRUE,FALSE
"202","GP","F",16,"U","GT3","T",4,3,"health","other","home","yes","yes","mother",1,2,0,"no","yes","no","yes","yes","no",4,3,5,1,5,2,2,15,15,16,3,TRUE,TRUE,FALSE
"203","GP","F",16,"U","GT3","T",2,3,"other","other","reputation","yes","no","mother",1,2,0,"yes","yes","yes","yes","yes","no",4,4,3,1,3,4,5,10,11,11,2,FALSE,FALSE,FALSE
"204","GP","F",17,"U","GT3","T",1,1,"other","other","course","no","no","mother",1,2,0,"no","yes","yes","no","yes","no",4,4,4,1,3,1,2,12,12,12,2,FALSE,FALSE,FALSE
"205","GP","F",17,"R","GT3","T",2,2,"other","other","reputation","yes","yes","mother",1,1,0,"no","yes","no","no","yes","no",5,3,2,1,2,3,20,10,10,10,1.5,FALSE,FALSE,FALSE
"206","GP","F",16,"R","GT3","T",2,2,"services","services","reputation","no","yes","mother",2,4,0,"no","yes","yes","yes","yes","no",5,3,5,1,1,5,6,12,12,12,1,FALSE,FALSE,FALSE
"207","GP","F",17,"U","GT3","T",3,4,"at_home","services","home","yes","yes","mother",1,3,1,"no","yes","yes","no","yes","yes",4,4,3,3,4,5,21,9,9,8,3.5,TRUE,TRUE,FALSE
"208","GP","F",16,"U","GT3","A",3,1,"services","other","course","yes","yes","mother",1,2,2,"no","yes","yes","no","yes","no",2,3,3,2,2,4,4,9,9,10,2,FALSE,FALSE,FALSE
"209","GP","F",16,"U","GT3","T",4,3,"teacher","other","other","yes","yes","mother",1,2,0,"no","no","yes","yes","yes","yes",1,3,2,1,1,1,7,12,14,14,1,FALSE,TRUE,FALSE
"210","GP","F",16,"U","GT3","T",1,1,"at_home","other","home","yes","no","mother",2,1,0,"no","yes","yes","no","yes","no",4,3,2,1,4,5,4,10,11,12,2.5,TRUE,FALSE,FALSE
"211","GP","F",17,"R","GT3","T",4,3,"teacher","other","reputation","yes","yes","mother",2,3,0,"no","yes","yes","yes","yes","yes",4,4,2,1,1,4,3,9,10,10,1,FALSE,TRUE,FALSE
"212","GP","F",19,"U","GT3","T",3,3,"other","other","reputation","yes","yes","other",1,4,0,"no","yes","yes","yes","yes","no",4,3,3,1,2,3,7,10,10,10,1.5,FALSE,TRUE,FALSE
"213","GP","M",17,"U","LE3","T",4,4,"services","other","home","yes","yes","mother",1,2,0,"no","yes","yes","no","yes","yes",5,3,5,4,5,3,14,12,12,12,4.5,TRUE,TRUE,FALSE
"214","GP","F",16,"U","GT3","A",2,2,"other","other","reputation","yes","yes","mother",1,2,0,"yes","yes","yes","no","yes","no",3,3,4,1,1,4,0,12,13,14,1,FALSE,FALSE,FALSE
"215","GP","M",18,"U","GT3","T",2,2,"services","other","home","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","no",4,4,4,2,4,5,12,9,9,10,3,TRUE,FALSE,FALSE
"216","GP","F",17,"R","LE3","T",4,4,"services","other","other","yes","no","mother",1,1,0,"no","yes","yes","no","yes","no",5,2,1,1,2,3,9,10,10,10,1.5,FALSE,TRUE,FALSE
"217","GP","F",17,"U","LE3","T",3,2,"other","other","reputation","yes","yes","mother",2,2,0,"no","no","yes","no","yes","no",4,4,4,1,3,1,2,14,16,15,2,FALSE,FALSE,FALSE
"218","GP","F",17,"U","GT3","T",4,3,"other","other","reputation","yes","yes","mother",1,2,1,"no","no","yes","no","yes","yes",3,4,5,2,4,1,19,8,8,7,3,TRUE,TRUE,FALSE
"219","GP","M",18,"U","LE3","T",3,3,"services","health","home","yes","yes","father",1,2,0,"no","yes","yes","no","yes","no",3,2,4,2,4,4,12,8,8,9,3,TRUE,TRUE,FALSE
"220","GP","F",17,"U","GT3","T",2,3,"at_home","other","home","yes","no","father",2,1,0,"no","yes","yes","no","yes","no",3,3,3,1,4,3,4,10,10,10,2.5,TRUE,FALSE,FALSE
"221","GP","F",17,"U","GT3","T",2,2,"at_home","at_home","course","yes","yes","mother",1,3,0,"no","yes","yes","yes","yes","no",4,3,3,1,1,4,2,10,11,12,1,FALSE,FALSE,TRUE
"222","GP","F",17,"R","GT3","T",2,1,"at_home","services","reputation","yes","yes","mother",2,2,0,"no","yes","no","yes","yes","no",4,2,5,1,2,5,1,8,8,8,1.5,FALSE,FALSE,FALSE
"223","GP","F",17,"U","GT3","T",1,1,"at_home","other","reputation","yes","no","mother",1,3,0,"no","yes","no","yes","yes","yes",4,3,4,1,1,5,6,9,8,6,1,FALSE,FALSE,FALSE
"224","GP","F",16,"U","GT3","T",2,3,"services","teacher","other","yes","yes","mother",1,2,0,"yes","no","no","no","yes","no",2,3,1,1,1,3,1,14,14,16,1,FALSE,FALSE,FALSE
"225","GP","M",18,"U","GT3","T",2,2,"other","other","home","yes","yes","mother",2,2,2,"no","yes","yes","no","yes","no",3,3,3,5,5,4,4,11,11,12,5,TRUE,FALSE,FALSE
"226","GP","F",16,"U","GT3","T",4,4,"teacher","services","home","no","yes","mother",1,3,0,"no","yes","no","yes","yes","no",5,3,2,1,1,5,2,14,14,15,1,FALSE,TRUE,FALSE
"227","GP","F",18,"R","GT3","T",3,1,"other","other","reputation","yes","yes","mother",1,2,0,"no","no","no","yes","yes","yes",5,3,3,1,1,4,10,8,8,8,1,FALSE,FALSE,FALSE
"228","GP","F",17,"U","GT3","T",3,2,"other","other","course","no","yes","mother",1,2,0,"no","no","no","yes","yes","no",5,3,4,1,3,3,6,16,16,16,2,FALSE,FALSE,FALSE
"229","GP","M",17,"U","LE3","T",2,3,"services","services","reputation","no","yes","father",1,2,0,"no","yes","yes","no","yes","no",5,3,3,1,3,3,1,11,11,12,2,FALSE,FALSE,FALSE
"230","GP","M",18,"U","LE3","T",2,1,"at_home","other","course","yes","yes","mother",4,2,0,"yes","yes","yes","yes","yes","yes",4,3,2,4,5,3,8,10,9,10,4.5,TRUE,FALSE,FALSE
"231","GP","F",17,"U","GT3","A",2,1,"other","other","course","yes","yes","mother",2,3,0,"no","no","no","yes","yes","yes",3,2,3,1,2,3,5,14,12,14,1.5,FALSE,FALSE,FALSE
"232","GP","F",17,"U","LE3","T",4,3,"health","other","reputation","yes","yes","father",1,2,0,"no","no","no","yes","yes","yes",3,2,3,1,2,3,7,14,12,13,1.5,FALSE,TRUE,FALSE
"233","GP","M",17,"R","GT3","T",2,2,"other","other","course","yes","yes","father",2,2,0,"no","yes","yes","yes","yes","no",4,5,2,1,1,1,2,12,12,12,1,FALSE,FALSE,FALSE
"234","GP","M",17,"U","GT3","T",4,4,"teacher","teacher","reputation","yes","yes","mother",1,2,0,"yes","yes","no","yes","yes","yes",4,5,5,1,3,2,7,12,11,11,2,FALSE,TRUE,FALSE
"235","GP","M",16,"U","GT3","T",4,4,"health","other","reputation","yes","yes","father",1,2,0,"no","yes","yes","yes","yes","no",4,2,4,2,4,1,1,14,13,14,3,TRUE,TRUE,FALSE
"236","GP","M",16,"U","LE3","T",1,1,"other","other","home","yes","yes","mother",2,2,0,"no","yes","yes","no","yes","no",3,4,2,1,1,5,10,9,8,8,1,FALSE,FALSE,FALSE
"237","GP","M",16,"U","GT3","T",3,2,"at_home","other","reputation","yes","yes","mother",2,3,0,"no","no","no","yes","yes","yes",5,3,3,1,3,2,5,12,10,11,2,FALSE,FALSE,FALSE
"238","GP","M",17,"U","LE3","T",2,2,"other","other","home","no","yes","father",1,2,0,"no","no","yes","yes","yes","yes",4,4,2,5,5,4,2,15,14,14,5,TRUE,FALSE,FALSE
"239","GP","F",16,"U","GT3","T",2,1,"other","other","home","yes","yes","mother",1,1,0,"no","no","no","no","yes","yes",4,5,2,1,1,5,12,11,11,11,1,FALSE,FALSE,FALSE
"240","GP","F",17,"R","GT3","T",2,1,"at_home","services","course","yes","no","mother",3,2,0,"no","no","no","yes","yes","no",2,1,1,1,1,3,2,13,12,12,1,FALSE,FALSE,FALSE
"241","GP","M",18,"U","GT3","T",2,2,"other","services","reputation","yes","yes","father",1,2,0,"no","no","no","no","no","no",5,5,4,3,5,2,8,8,7,4,4,TRUE,FALSE,FALSE
"242","GP","M",17,"U","LE3","T",4,3,"health","other","course","yes","yes","mother",2,2,0,"no","no","no","yes","yes","yes",2,5,5,1,4,5,11,14,14,14,2.5,TRUE,TRUE,FALSE
"243","GP","M",17,"R","LE3","A",4,4,"teacher","other","course","yes","yes","mother",2,2,0,"no","yes","yes","no","yes","no",3,3,3,2,3,4,1,11,12,12,2.5,TRUE,TRUE,FALSE
"244","GP","M",16,"U","LE3","T",4,3,"teacher","other","course","no","yes","mother",1,1,0,"no","no","no","yes","yes","no",5,4,5,1,1,3,4,10,7,8,1,FALSE,TRUE,FALSE
"245","GP","M",16,"U","GT3","T",4,4,"services","services","course","yes","yes","mother",1,2,0,"no","no","no","yes","yes","no",5,3,2,1,2,5,0,14,12,12,1.5,FALSE,TRUE,FALSE
"246","GP","M",16,"U","GT3","T",4,4,"services","services","course","yes","yes","mother",1,1,0,"no","no","no","yes","yes","no",5,3,2,1,2,5,2,14,14,14,1.5,FALSE,TRUE,FALSE
"247","GP","F",18,"U","GT3","T",2,1,"other","other","course","no","yes","other",2,3,0,"no","yes","yes","no","yes","yes",4,4,4,1,1,3,5,10,5,6,1,FALSE,FALSE,FALSE
"248","GP","M",16,"U","GT3","T",2,1,"other","other","course","yes","yes","mother",3,1,0,"no","no","no","no","yes","no",4,3,3,1,1,4,6,16,17,17,1,FALSE,FALSE,FALSE
"249","GP","M",17,"U","GT3","T",2,3,"other","other","course","yes","yes","father",2,1,0,"no","no","no","no","yes","no",5,2,2,1,1,2,3,10,12,13,1,FALSE,FALSE,FALSE
"250","GP","M",22,"U","GT3","T",3,1,"services","services","other","no","yes","mother",1,1,3,"no","no","no","no","no","yes",5,4,5,5,5,1,14,6,8,6,5,TRUE,FALSE,FALSE
"251","GP","M",18,"R","LE3","T",3,3,"other","services","course","yes","yes","mother",1,2,0,"no","yes","no","no","yes","yes",4,3,3,1,3,5,8,6,7,8,2,FALSE,TRUE,FALSE
"252","GP","M",16,"U","GT3","T",0,2,"other","other","other","no","yes","mother",1,1,0,"no","no","yes","no","yes","no",4,3,2,2,4,5,0,12,14,13,3,TRUE,FALSE,FALSE
"253","GP","M",18,"U","GT3","T",3,2,"services","other","course","yes","yes","mother",2,1,0,"no","no","no","no","no","no",4,4,5,2,4,5,4,6,8,8,3,TRUE,FALSE,FALSE
"254","GP","M",16,"U","GT3","T",3,3,"at_home","other","reputation","no","yes","other",3,2,0,"yes","yes","no","no","yes","no",5,3,3,1,3,2,5,8,10,10,2,FALSE,TRUE,FALSE
